run_id,mechanism,stage,lambda_multiplier,reference_lambda_multiplier,reference_bracket_low_multiplier,reference_bracket_high_multiplier,adam_steps,adam_learning_rate,initialization,objective_gain_over_zero,task_loss_gain_over_zero,energy_penalty,energy_mean,max_norm_over_cap,mean_norm_over_cap,cap_bound_fraction,finite_status,gradient_status,gradient_norm,useful,interior,valid,failure_mode,optimizer_success,optimizer_status,match_reference_region
open_loop_moderate,direct_epsilon,stage1_grid,3.084421650815882,3.084421650815882,2.8284271247461903,3.084421650815882,12,0.0001,zero,335.5704963371945,3585.7824103996945,3250.2119140625,1.0237393325951416e-05,0.9926952123641968,0.6812950372695923,0.0,finite,finite,133290.484375,True,False,False,near_cap,True,adam_all_finite,False
open_loop_moderate,direct_epsilon,stage1_grid,3.084421650815882,3.084421650815882,2.8284271247461903,3.084421650815882,12,0.0003,zero,241.9514738127882,1551.8799406096632,1309.928466796875,4.125962732359767e-06,0.6739513278007507,0.433230996131897,0.0,finite,finite,405573.125,True,True,True,valid,True,adam_all_finite,True
open_loop_moderate,direct_epsilon,stage1_grid,3.084421650815882,3.084421650815882,2.8284271247461903,3.084421650815882,32,1e-05,zero,434.55009411074843,1677.8909144232484,1243.3408203125,3.916227342415368e-06,0.5612130165100098,0.4282505214214325,0.0,finite,finite,27687.720703125,True,True,True,valid,True,adam_all_finite,True
open_loop_moderate,direct_epsilon,stage1_grid,3.084421650815882,3.084421650815882,2.8284271247461903,3.084421650815882,32,3e-05,zero,444.35044456304604,2198.243510969296,1753.89306640625,5.5243453971343115e-06,0.7840046286582947,0.49336251616477966,0.0,finite,finite,18063.544921875,True,True,True,valid,True,adam_all_finite,True
open_loop_moderate,direct_epsilon,stage1_grid,3.084421650815882,3.084421650815882,2.8284271247461903,3.084421650815882,32,0.0001,zero,439.2686933652685,2322.796647466831,1883.5279541015625,5.93266440773732e-06,0.7769532799720764,0.5154516696929932,0.0,finite,finite,39278.91015625,True,True,True,valid,True,adam_all_finite,True
open_loop_moderate,direct_epsilon,stage1_grid,3.084421650815882,3.084421650815882,2.8284271247461903,3.084421650815882,32,0.0003,zero,386.3995038478415,2169.2371503322165,1782.837646484375,5.615514055534732e-06,0.7050694823265076,0.5061542987823486,0.0,finite,finite,115009.984375,True,True,True,valid,True,adam_all_finite,True
open_loop_moderate,direct_epsilon,stage1_grid,3.084421650815882,3.084421650815882,2.8284271247461903,3.084421650815882,64,1e-05,zero,448.6814356050254,2131.5471582612754,1682.86572265625,5.300626071402803e-06,0.726569414138794,0.4891377389431,0.0,finite,finite,4865.8447265625,True,True,True,valid,True,adam_all_finite,True
open_loop_moderate,direct_epsilon,stage1_grid,3.084421650815882,3.084421650815882,2.8284271247461903,3.084421650815882,64,3e-05,zero,448.8895961040207,2097.910225986833,1649.0206298828125,5.194022378418595e-06,0.7196614742279053,0.48496103286743164,0.0,finite,finite,4546.2431640625,True,True,True,valid,True,adam_all_finite,True
open_loop_moderate,direct_epsilon,stage1_grid,3.084421650815882,3.084421650815882,2.8284271247461903,3.084421650815882,64,0.0001,zero,448.59543213882534,2030.1546362403878,1581.5592041015625,4.981534857506631e-06,0.7117972373962402,0.47546327114105225,0.0,finite,finite,10816.26953125,True,True,True,valid,True,adam_all_finite,True
open_loop_moderate,direct_epsilon,stage1_grid,3.084421650815882,3.084421650815882,2.8284271247461903,3.084421650815882,64,0.0003,zero,445.9493262757942,1991.9744727601692,1546.025146484375,4.869611075264402e-06,0.7211912870407104,0.46878454089164734,0.0,finite,finite,30446.599609375,True,True,True,valid,True,adam_all_finite,True
open_loop_moderate,direct_epsilon,stage1_grid,3.084421650815882,3.084421650815882,2.8284271247461903,3.084421650815882,128,1e-05,zero,449.1490626727418,2047.9465480243043,1598.7974853515625,5.035831236455124e-06,0.7125999331474304,0.4774896502494812,0.0,finite,finite,182.13839721679688,True,True,True,valid,True,adam_all_finite,True
open_loop_moderate,direct_epsilon,stage1_grid,3.084421650815882,3.084421650815882,2.8284271247461903,3.084421650815882,128,3e-05,zero,449.150944899141,2048.2435962663285,1599.0926513671875,5.036761194787687e-06,0.712648332118988,0.47750112414360046,0.0,finite,finite,371.3689270019531,True,True,True,valid,True,adam_all_finite,True
open_loop_moderate,direct_epsilon,stage1_grid,3.084421650815882,3.084421650815882,2.8284271247461903,3.084421650815882,128,0.0001,zero,449.14658544437407,2047.9609164990616,1598.8143310546875,5.035884441895178e-06,0.7134850025177002,0.47741225361824036,0.0,finite,finite,838.7562255859375,True,True,True,valid,True,adam_all_finite,True
open_loop_moderate,direct_epsilon,stage1_grid,3.084421650815882,3.084421650815882,2.8284271247461903,3.084421650815882,128,0.0003,zero,449.0952691614357,2040.5713433801857,1591.47607421875,5.01277054354432e-06,0.7108691334724426,0.4763655662536621,0.0,finite,finite,5879.97705078125,True,True,True,valid,True,adam_all_finite,True
open_loop_moderate,linear_no_bias,stage1_grid,2.0,2.0,1.8340080864093424,2.0,12,1e-05,zero,458.09484620560943,1418.1813573136478,960.0864868164062,4.663713298214134e-06,0.5301395058631897,0.472733736038208,0.0,finite,finite,483714.625,True,True,True,valid,True,adam_all_finite,True
open_loop_moderate,linear_no_bias,stage1_grid,2.0,2.0,1.8340080864093424,2.0,12,3e-05,zero,846.0054434993835,3949.9714939752803,3103.966064453125,1.507781598775182e-05,1.0058256387710571,0.8454620242118835,0.125,finite,finite,1034599.4375,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,linear_no_bias,stage1_grid,2.0,2.0,1.8340080864093424,2.0,12,0.0001,zero,2267.90901271404,20239.065316593304,17971.15625,8.729663386475295e-05,2.5039477348327637,2.0225894451141357,1.0,finite,finite,3373328.0,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,linear_no_bias,stage1_grid,2.0,2.0,1.8340080864093424,2.0,12,0.0003,zero,7231.103628342603,143540.70736769954,136309.59375,0.0006621371139772236,7.24276065826416,5.572626113891602,1.0,finite,finite,9336845.0,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,linear_no_bias,stage1_grid,2.0,2.0,1.8340080864093424,2.0,32,1e-05,zero,970.996773707785,4139.160728459082,3168.163818359375,1.538966353109572e-05,1.0642114877700806,0.8411322832107544,0.25,finite,finite,313585.6875,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,linear_no_bias,stage1_grid,2.0,2.0,1.8340080864093424,2.0,32,3e-05,zero,4708.687952101717,36728.700333592424,32020.01171875,0.00015554031415376812,3.563735008239746,2.602325439453125,0.875,finite,finite,856119.0625,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,linear_no_bias,stage1_grid,2.0,2.0,1.8340080864093424,2.0,32,0.0001,zero,33576.31975713562,346225.4938599967,312649.15625,0.001518723671324551,10.799633026123047,8.220236778259277,1.0,finite,finite,2043684.0,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,linear_no_bias,stage1_grid,2.0,2.0,1.8340080864093424,2.0,32,0.0003,zero,351651.82626045303,2855504.2525411723,2503852.5,0.012162705883383751,36.976470947265625,23.146568298339844,1.0,finite,finite,87608328.0,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,linear_no_bias,stage1_grid,2.0,2.0,1.8340080864093424,2.0,64,1e-05,zero,3050.909241633485,22284.17147923647,19233.26171875,9.342743578599766e-05,2.768280029296875,2.011215925216675,0.875,finite,finite,644423.9375,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,linear_no_bias,stage1_grid,2.0,2.0,1.8340080864093424,2.0,64,3e-05,zero,25520.06956588673,262738.1500737515,237218.078125,0.0011523098219186068,9.763790130615234,7.026214122772217,1.0,finite,finite,1349338.625,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,linear_no_bias,stage1_grid,2.0,2.0,1.8340080864093424,2.0,64,0.0001,zero,427404.4114673053,3736037.308139135,3308632.75,0.016072005033493042,42.841712951660156,26.40062713623047,1.0,finite,finite,48547172.0,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,linear_no_bias,stage1_grid,2.0,2.0,1.8340080864093424,2.0,64,0.0003,zero,13377059.641034147,87633755.99495323,74256696.0,0.3607091009616852,180.33375549316406,124.89591979980469,1.0,finite,finite,486543136.0,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,linear_no_bias,stage1_grid,2.0,2.0,1.8340080864093424,2.0,128,1e-05,zero,18833.913464074412,191519.13421017272,172685.21875,0.000838835199829191,8.47335147857666,5.988156795501709,1.0,finite,finite,1240980.0,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,linear_no_bias,stage1_grid,2.0,2.0,1.8340080864093424,2.0,128,3e-05,zero,364164.26249238563,2960728.743797714,2596564.5,0.012613063678145409,37.644954681396484,23.27843475341797,1.0,finite,finite,7823263.0,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,linear_no_bias,stage1_grid,2.0,2.0,1.8340080864093424,2.0,128,0.0001,zero,14483350.512679717,89167909.48813611,74684560.0,0.36278748512268066,175.57373046875,118.83295440673828,1.0,finite,finite,567042240.0,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,linear_no_bias,stage1_grid,2.0,2.0,1.8340080864093424,2.0,128,0.0003,zero,43772613627.21231,134027672747.22421,90255056896.0,438.4226989746094,5238.0712890625,4542.9150390625,1.0,finite,finite,178133254144.0,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,affine,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,12,1e-05,zero,510.62149680591665,1690.6522309704687,1180.03076171875,5.256371423456585e-06,0.568103015422821,0.5000029802322388,0.0,finite,finite,529967.375,True,True,True,valid,True,adam_all_finite,True
open_loop_moderate,affine,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,12,3e-05,zero,976.7315147090076,5134.239013746118,4157.50732421875,1.8519351215218194e-05,1.0763840675354004,0.9320409297943115,0.375,finite,finite,1138191.625,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,affine,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,12,0.0001,zero,1601.6338416116478,24315.057749456602,22713.423828125,0.00010117549390997738,2.537306785583496,2.1642725467681885,1.0,finite,finite,3735902.25,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,affine,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,12,0.0003,zero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,finite,finite,10296687.0,False,True,False,not_useful,True,adam_all_finite,False
open_loop_moderate,affine,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,32,1e-05,zero,1087.9287487939346,5263.547998993298,4175.619140625,1.8600028852233663e-05,1.0923771858215332,0.9354735016822815,0.625,finite,finite,313274.6875,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,affine,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,32,3e-05,zero,3116.209765360115,30124.69745789954,27008.48828125,0.00012030758080072701,3.0435264110565186,2.354928493499756,1.0,finite,finite,505468.5,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,affine,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,32,0.0001,zero,15356.009986131114,263962.78137632593,248606.765625,0.0011074029607698321,8.477360725402832,7.083785533905029,1.0,finite,finite,1398697.375,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,affine,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,32,0.0003,zero,89620.73863450128,1213688.450126817,1124067.75,0.005007087718695402,18.5944766998291,15.032347679138184,1.0,finite,finite,11240708.0,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,affine,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,64,1e-05,zero,2225.9737563635636,18241.149145518317,16015.17578125,7.133857434382662e-05,2.197834014892578,1.8380929231643677,1.0,finite,finite,346195.4375,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,affine,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,64,3e-05,zero,10944.658707313105,180037.2906269852,169092.640625,0.0007532123127020895,8.244763374328613,5.6959052085876465,1.0,finite,finite,722483.0625,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,affine,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,64,0.0001,zero,161642.89504917143,1897645.0535227454,1736002.125,0.007732910569757223,22.579744338989258,19.062728881835938,1.0,finite,finite,12488741.0,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,affine,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,64,0.0003,zero,468344.3800062853,5090688.988896421,4622344.5,0.020589938387274742,39.41554260253906,30.42279052734375,1.0,finite,finite,31503454.0,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,affine,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,128,1e-05,zero,7189.561666107965,111157.973333087,103968.4140625,0.00046312063932418823,5.806628227233887,4.582695007324219,1.0,finite,finite,646525.6875,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,affine,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,128,3e-05,zero,103500.05062725597,1410489.6064688093,1306989.625,0.005821901373565197,23.309593200683594,15.511077880859375,1.0,finite,finite,3608414.5,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,affine,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,128,0.0001,zero,801075.0222230422,6045636.930180629,5244562.0,0.0233615655452013,40.0999641418457,33.42433547973633,1.0,finite,finite,79044224.0,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_moderate,affine,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,128,0.0003,zero,3682798261.2935205,14994400879.102093,11311602688.0,50.386810302734375,1895.109619140625,1513.540771484375,1.0,finite,finite,35920633856.0,True,False,False,cap_bound,True,adam_all_finite,False
open_loop_stress,direct_epsilon,stage1_grid,2.1810154653305154,2.1810154653305154,2.0,2.1810154653305154,12,1e-05,zero,316.1399569259929,601.4387850509929,285.298828125,9.632154842620366e-07,0.24256402254104614,0.21401062607765198,0.0,finite,finite,105839.890625,True,True,True,valid,True,adam_all_finite,True
