run_id,mechanism,optimizer,phase,point_index,lambda_multiplier,lambda,objective_gain_over_zero,task_loss_gain_over_zero,energy_penalty,energy_mean,max_norm_over_cap,mean_norm_over_cap,cap_bound_fraction,finite_status,gradient_status,gradient_norm,useful,interior,valid,failure_mode,optimizer_success,optimizer_status,optimizer_iterations,optimizer_evaluations
open_loop_small,linear_no_bias,line_search_known_direction,bisection,5,2.8284271247461903,315077014.2553945,493.331413397269,2418.372673162894,1925.041259765625,6.109748028393369e-06,0.6342256665229797,0.5417534112930298,0.0,finite,finite,138.61892700195312,True,True,True,valid,True,best_grid_amplitude,8,8
open_loop_small,linear_no_bias,line_search_known_direction,bisection,6,2.378414230005442,264947131.81620476,799.612419256644,2418.372673162894,1618.76025390625,6.109748028393369e-06,0.6342256665229797,0.5417534112930298,0.0,finite,finite,216.8491668701172,True,True,True,valid,True,best_grid_amplitude,8,8
open_loop_small,linear_no_bias,line_search_known_direction,bisection,7,2.1810154653305154,242957591.11094075,625.7257441749507,9104.22965042495,8478.50390625,3.489705341053195e-05,1.5670216083526611,1.2926160097122192,1.0,finite,finite,1028.84375,True,False,False,cap_bound,True,best_grid_amplitude,8,8
open_loop_small,linear_no_bias,adam,probe,0,0.5,55698273.34399999,49522.9446229084,76965.5469675512,27442.6015625,0.0004927011323161423,6.38889217376709,4.755874156951904,1.0,finite,finite,14604954.0,True,False,False,cap_bound,True,adam_all_finite,12,12
open_loop_small,linear_no_bias,adam,probe,1,1.0,111396546.68799998,23775.61394867587,61612.79280350337,37837.1796875,0.0003396620450075716,5.407537937164307,3.9395511150360107,1.0,finite,finite,6879113.5,True,False,False,cap_bound,True,adam_all_finite,12,12
open_loop_small,linear_no_bias,adam,probe,2,2.0,222793093.37599996,1400.461666068698,8324.316332959683,6923.8544921875,3.107751035713591e-05,1.4645898342132568,1.2224206924438477,1.0,finite,finite,2372267.5,True,False,False,cap_bound,True,adam_all_finite,12,12
open_loop_small,linear_no_bias,adam,probe,3,4.0,445586186.7519999,82.979011525028,716.9305102848148,633.9514770507812,1.4227359770302428e-06,0.3166956305503845,0.2610492408275604,0.0,finite,finite,4948290.5,True,True,True,valid,True,adam_all_finite,12,12
open_loop_small,linear_no_bias,adam,probe,4,8.0,891172373.5039998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,finite,finite,10430188.0,False,True,False,not_useful,True,adam_all_finite,12,12
open_loop_small,linear_no_bias,adam,bisection,5,2.8284271247461903,315077014.2553945,318.22268499071197,1709.4301704983636,1391.20751953125,4.415452167449985e-06,0.5698735117912292,0.46001920104026794,0.0,finite,finite,3440393.75,True,True,True,valid,True,adam_all_finite,12,12
open_loop_small,linear_no_bias,adam,bisection,6,2.378414230005442,264947131.81620476,589.4431701733165,2965.9926044836056,2376.549560546875,8.969900591182522e-06,0.8067491054534912,0.6562219262123108,0.0,finite,finite,2816843.0,True,True,True,valid,True,adam_all_finite,12,12
open_loop_small,linear_no_bias,adam,bisection,7,2.1810154653305154,242957591.11094075,854.5838771536146,5604.861233209144,4750.27734375,1.9551878722268157e-05,1.1525428295135498,0.9700505137443542,0.125,finite,finite,2568202.0,True,False,False,cap_bound,True,adam_all_finite,12,12
