run_id,trial_index,zero_loss,gradient_norm,radius,active_dimension,eigmax_largest_algebraic,lambda_star,hvp_evaluations,lanczos_residual_norm_estimate
open_loop_small,0,4356.388046965824,357046.875,0.004545500036329031,360,507282313.8670877,253641156.93354386,4,175858.70187258555
open_loop_small,1,4382.225651519548,333214.1875,0.004545500036329031,360,512338544.97595805,256169272.48797902,4,8704913.802590663
open_loop_moderate,0,4386.776537060152,424103.28125,0.004545500036329031,360,462277480.7669359,231138740.38346794,4,27874753.678618543
open_loop_moderate,1,4605.717071040102,565802.125,0.004545500036329031,360,457655047.18041015,228827523.59020507,4,41629591.44459792
open_loop_stress,0,4420.869149190352,512129.375,0.004545500036329031,360,423489286.72071695,211744643.36035848,4,5054792.803187903
open_loop_stress,1,4398.917472864484,401914.46875,0.004545500036329031,360,425253966.818326,212626983.409163,4,11121691.576350164
